word_id,hanzi,pinyin,meaning,hsk_level,is_compound
1353,册,cè,"book, volume, register, list",5,0
1354,闲,xián,"fence, guard; defend; idle time",5,0
1355,宾,bīn,"guest, visitor; surname; submit",5,0
1356,频,pín,"frequently, again and again",5,0
1357,撞,zhuàng,"knock against, bump into, collide",5,0
1358,滚,gǔn,turn,5,0
1359,疯,fēng,"crazy, insane, mentally ill",5,0
1360,瞧,qiáo,"glance at, look at, see",5,0
1361,锁,suǒ,"lock, padlock; shackles, chains",5,0
1362,劝,quàn,"recommend, advise, urge",5,0
1363,搜,sōu,"search, seek; investigate",5,0
1364,勤,qín,"industrious, diligent, attentive",5,0
1365,戒,jiè,"warn, caution, admonish",5,0
1366,驾,jià,"to drive, sail, fly; a cart, carriage",5,0
1367,饮,yǐn,drink; swallow; kind of drink,5,0
1368,朵,duǒ,cluster of flowers; earlobe,5,0
1369,仔,zǐ,"small thing, child; young animal",5,0
1370,籍,jí,"record, register, list; census",5,0
1371,竹,zhú,bamboo; flute; KangXi radical 118,5,0
1372,逻,luó,patrol; inspect; watch; patrol,5,0
1373,遵,zūn,"obey, comply with, follow; honor",5,0
1374,貌,mào,"countenance, appearance",5,0
1375,猜,cāi,"guess, conjecture, suppose; feel",5,0
1376,怜,lián,"pity, sympathize",5,0
1377,饰,shì,"decorate, ornament, adorn",5,0
1378,贷,dài,lend; borrow; pardon,5,0
1379,钢,gāng,"steel; hard, strong, tough",5,0
1380,沟,gōu,"ditch, drain, narrow waterway",5,0
1381,扶,fú,"support, help; protect; hold on",5,0
1382,寿,shòu,"old age, long life; lifespan",5,0
1383,询,xún,"inquire into, ask about; consult",5,0
1384,尝,cháng,"taste; experience, experiment",5,0
1385,奈,nài,"but, how; bear, stand, endure",5,0
1386,慰,wèi,"comfort, console, calm",5,0
1387,厌,yàn,"dislike, detest, reject; satiate",5,0
1388,幽,yōu,"quiet, secluded, tranquil; dark",5,0
1389,怨,yuàn,"hatred, enmity, resentment",5,0
1390,丢,diū,discard,5,0
1391,躲,duǒ,"hide, secrete; avoid, escape",5,0
1392,紫,zǐ,"purple, violet; amethyst; surname",5,0
1393,艰,jiān,"difficult, hard; distressing",5,0
1394,慌,huāng,"nervous, panicky, frantic",5,0
1395,吐,tǔ,"vomit, spew out, cough up",5,0
1396,咬,yǎo,"bite, gnaw",5,0
1397,邻,lín,neighbor; neighborhood,5,0
1398,挤,jǐ,"crowd, squeeze, push against",5,0
1399,陪,péi,"accompany, be with, keep company",5,0
1400,聪,cōng,"intelligent, clever, bright",5,0
1401,蛇,shé,snake,5,0
1402,贺,hè,congratulate; send present,5,0
1403,鼠,shǔ,"rat, mouse; KangXi radical 208",5,0
1404,吨,dūn,"metric ton; (Cant.) to babble, gibberish",5,0
1405,琴,qín,Chinese lute or guitar,5,0
1406,池,chí,"pool, pond; moat; cistern",5,0
1407,冠,guān,"cap, crown, headgear",5,0
1408,喷,pēn,"spurt, blow out, puff out",5,0
1409,敲,qiāo,"strike, beat, pound, hammer; rap",5,0
1410,赔,péi,"indemnify, suffer loss",5,0
1411,亏,kuī,"lose, fail; damage; deficient",5,0
1412,煤,méi,"coal, coke, charcoal, carbon",5,0
1413,熊,xióng,a bear; brilliant; bright; surname,5,0
1414,宿,sù,"stop, rest, lodge, stay overnight; constellation",5,0
1415,烂,làn,"rotten, spoiled, decayed",5,0
1416,夹,jiā,be wedged or inserted between,5,0
1417,玻,bō,glass,5,0
1418,押,yā,"mortgage, pledge; deposit; to pawn; to arrest, detain, guard",5,0
1419,漠,mò,"desert; aloof, indifferent, cool",5,0
1420,醉,zuì,"intoxicated, drunk; addicted to",5,0
1421,斜,xié,"slanting, sloping, inclined",5,0
1422,肤,fū,"skin; superficial, shallow",5,0
1423,涨,zhǎng,rise in price,5,0
1424,拼,pīn,"join together, link, incorporate",5,0
1425,歇,xiē,"rest, stop, lodge",5,0
1426,桃,táo,peach; marriage; surname,5,0
1427,瘦,shòu,"thin, emaciated, lean; meager",5,0
1428,悔,huǐ,"repent, show remorse, regret",5,0
1429,邀,yāo,"invite, welcome; meet, intercept",5,0
1430,羽,yǔ,"feather, plume; wings; rad. 124",5,0
1431,乙,yǐ,second; 2nd heavenly stem,5,0
1432,挣,zhēng,"strive, endeavor, struggle",5,0
1433,览,lǎn,"look at, inspect; perceive",5,0
1434,傅,fù,"tutor, teacher; assist; surname",5,0
1435,璃,lí,glass,5,0
1436,丑,chǒu,"clown, comedian; 2nd terrestrial branch",5,0
1437,扔,rēng,"throw, hurl; throw away, cast",5,0
1438,匹,pǐ,bolt of cloth; counter for horses,5,0
1439,俱,jù,"all, together; accompany",5,0
1440,糟,zāo,"sediment, dregs; pickle",5,0
1441,肠,cháng,intestines; emotions; sausage,5,0
1442,挡,dǎng,"obstruct, impede; stop; resist",5,0
1443,纲,gāng,"heavy rope, hawser; main points",5,0
1444,肌,jī,muscle tissue; meat on bones,5,0
1445,卧,wò,lie down; crouch,5,0
1446,欠,qiàn,"owe, lack, be deficient; KangXi radical number 76",5,0
1447,豫,yù,"relaxed, comfortable, at ease",5,0
1448,胃,wèi,stomach; gizzard of fowl,5,0
1449,拾,shí,"pick up, collect, tidy up; accounting form of the numeral ten",5,0
1450,铃,líng,bell,5,0
1451,扮,bàn,dress up; dress up as,5,0
1452,脆,cuì,"crisp; fragile, frail; brittle",5,0
1453,柴,chái,"firewood, faggots, fuel",5,0
1454,眠,mián,"close eyes, sleep; hibernate",5,0
1455,傻,shǎ,"foolish, silly, stupid; an imbecile",5,0
1456,扇,shàn,fan; door panel,5,0
1457,柜,guì,"cabinet, cupboard; shop counter",5,0
1458,夕,xī,"evening, night, dusk; slanted",5,0
1459,摘,zhāi,"pluck, pick; select; specify",5,0
1460,秒,miǎo,beard of grain or corn; a second,5,0
1461,披,pī,wear; split; crack,5,0
1462,辅,fǔ,cheek bone; protective; assist,5,0
1463,盆,pén,"basin, tub, pot, bowl",5,0
1464,漏,lòu,"leak, drip; funnel; hour glass",5,0
1465,盒,hé,small box or case; casket,5,0
1466,锅,guō,"cooking-pot, saucepan",5,0
1467,拆,chāi,"to break up, split apart, rip open; to destroy",5,0
1468,艳,yàn,"beautiful, sexy, voluptuous",5,0
1469,臭,chòu,"smell, stink, emit foul odor",5,0
1470,愁,chóu,"anxiety; to worry about, be anxious",5,0
1471,赠,zèng,"give present; bestow, confer",5,0
1472,冻,dòng,"freeze; cold, congeal; jelly",5,0
1473,闯,chuǎng,"rush in, burst in, charge in",5,0
1474,葡,pú,grapes,5,0
1475,厨,chú,kitchen; closet; cupboard,5,0
1476,鸭,yā,duck; Anas species (various),5,0
1477,谊,yì,"friendship; appropriate, suitable",5,0
1478,胶,jiāo,"glue, gum, resin, rubber; sound; shin bone",5,0
1479,倡,chàng,"guide, leader; lead, introduce",5,0
1480,猴,hóu,"monkey, ape; monkey-like",5,0
1481,萄,táo,grapes,5,0
1482,脾,pí,"spleen, pancreas; disposition",5,0
1483,剪,jiǎn,"scissors; cut, divide, separate",5,0
1484,叉,chā,"crotch; fork, prong",5,0
1485,摔,shuāi,"fall ground, stumble, trip",5,0
1486,洒,sǎ,sprinkle; scatter; pour; to wipe away; to shiver,5,0
1487,棒,bàng,"stick, club, truncheon; hit",5,0
1488,硕,shuò,"great, eminent; large, big",5,0
1489,泼,pō,"pour, splash, water, sprinkle",5,0
1490,郊,jiāo,"suburbs; waste land, open spaces",5,0
1491,饼,bǐng,"rice-cakes, biscuits",5,0
1492,兔,tù,"rabbit, hare",5,0
1493,咳,hāi,cough,5,0
1494,糕,gāo,"cakes, pastry",5,0
1495,帘,lián,flag-sign of a tavern,5,0
1496,烤,kǎo,"bake, roast, toast, cook",5,0
1497,绒,róng,"silk, cotton, or woolen fabric",5,0
1498,蔬,shū,"vegetables, greens",5,0
1499,梨,lí,"pear; opera; cut, slash",5,0
1500,柿,shì,persimmon,5,0
1501,党,dǎng,"political party, gang, faction",6,0
1502,攻,gōng,"attack, assault; criticize",6,0
1503,苏,sū,abbr. for Soviet Union; Perilla frutescens (Chinese basil or wild red basil); place name,6,0
1504,帝,dì,"supreme ruler, emperor; god",6,0
1505,威,wēi,"pomp, power; powerful; dominate",6,0
1506,股,gǔ,"thighs, haunches, rump; share",6,0
1507,若,ruò,"if, supposing, assuming; similar",6,0
1508,素,sù,white (silk); plain; vegetarian; formerly; normally,6,0
1509,波,bō,"waves, breakers; undulations",6,0
1510,纳,nà,"admit, take, receive, accept",6,0
1511,略,lüè,"approximately, roughly; outline",6,0
1512,异,yì,"different, unusual, strange",6,0
1513,策,cè,"scheme, plan; to whip; urge",6,0
1514,罪,zuì,"crime, sin, vice; evil; hardship",6,0
1515,宗,zōng,"lineage, ancestry; ancestor, clan",6,0
1516,灵,líng,"spirit, soul; spiritual world",6,0
1517,审,shěn,"examine, investigate; judge",6,0
1518,皇,huáng,"royal, imperial; ruler, superior",6,0
1519,副,fù,assist; supplement; assistant,6,0
1520,抗,kàng,"resist, oppose, defy, reject",6,0
1521,犯,fàn,"commit crime, violate; criminal",6,0
1522,佛,fú,Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.),6,0
1523,田,tián,"field, arable land, cultivated",6,0
1524,税,shuì,taxes,6,0
1525,岛,dǎo,island,6,0
1526,洋,yáng,"ocean, sea; foreign; western",6,0
1527,监,jiān,"supervise, control, direct",6,0
1528,露,lù,"dew; bare, open, exposed",6,0
1529,野,yě,"open country, field; wilderness",6,0
1530,舰,jiàn,warship,6,0
1531,湾,wān,"bay, cove, inlet, bend of stream",6,0
1532,吉,jí,"lucky, propitious, good",6,0
1533,剑,jiàn,"sword, dagger, saber",6,0
1534,恩,ēn,"kindness, mercy, charity",6,0
1535,藏,cáng,"hide, conceal; hoard, store up",6,0
1536,炮,pào,"large gun, cannon; artillery",6,0
1537,端,duān,"end, extreme; head; beginning",6,0
1538,探,tàn,"find, locate; search, grope for",6,0
1539,予,yǔ,"I, me; to give",6,0
1540,港,gǎng,"port, harbor; small stream; bay",6,0
1541,额,é,"forehead; tablet, plaque; fixed",6,0
1542,督,dū,"supervise, oversee, direct",6,0
1543,灭,miè,"extinguish; wipe out, exterminate",6,0
1544,亡,wáng,"death, destroyed; lose, perish",6,0
1545,圣,shèng,"holy, sacred",6,0
1546,诺,nuò,"promise; assent, approve",6,0
1547,炸,zhà,to fry in oil; to scald; to explode,6,0
1548,宫,gōng,palace,6,0
1549,谋,móu,"plan, scheme; strategem",6,0
1550,镇,zhèn,"town, market place; suppress",6,0
1551,凡,fán,"all, any, every; ordinary, common",6,0
1552,诸,zhū,"various, all, these; surname",6,0
1553,庄,zhuāng,"village, hamlet; villa, manor",6,0
1554,祖,zǔ,"ancestor, forefather; grandfather",6,0
1555,暴,bào,"violent, brutal, tyrannical",6,0
1556,塔,tǎ,"tower, spire, tall building",6,0
1557,隐,yǐn,"hide, conceal; hidden, secret",6,0
1558,蒙,méng,cover; ignorant; suffer; mongolia,6,0
1559,欲,yù,"desire, want, long for; intend",6,0
1560,遭,zāo,"come across, meet with, encounter",6,0
1561,徒,tú,"disciple, follower; go on foot",6,0
1562,塞,sāi,"stop up, block, seal, cork; pass, frontier; fortress",6,0
1563,侵,qīn,"invade, encroach upon, raid",6,0
1564,谷,gǔ,"valley, gorge, ravine",6,0
1565,潜,qián,"hide; hidden, secret, latent",6,0
1566,哲,zhé,"wise, sagacious; wise man, sage",6,0
1567,抵,dǐ,"resist, oppose; deny; off-set",6,0
1568,杰,jié,"hero; heroic, outstanding",6,0
1569,混,hùn,"to mix, blend, mingle; to bumble along",6,0
1570,盛,shèng,"abundant, flourishing; contain; fill",6,0
1571,怒,nù,"anger, rage, passion; angry",6,0
1572,残,cán,"injure, spoil; oppress; broken",6,0
1573,宇,yǔ,"house; building, structure; eaves",6,0
1574,猛,měng,"violent, savage, cruel; bold",6,0
1575,梅,méi,plums; prunes; surname,6,0
1576,毁,huǐ,destroy,6,0
1577,盟,méng,"swear; oath, covenant, alliance",6,0
1578,麦,mài,"wheat, barley, oats; simplified form of KangXi radical number 199",6,0
1579,沿,yán,"follow a course, go along",6,0
1580,啦,la,final particle of assertion,6,0
1581,援,yuán,"aid, assist; lead; cite",6,0
1582,夺,duó,"take by force, rob, snatch",6,0
1583,偏,piān,inclined one side; slanting,6,0
1584,侧,cè,"side; incline, slant, lean",6,0
1585,债,zhài,"debt, loan, liabilities",6,0
1586,融,róng,"melt, fuse; blend, harmonize",6,0
1587,纵,zòng,"indulge in, give free reign to",6,0
1588,障,zhàng,separate; shield; barricade,6,0
1589,讯,xùn,inquire; ask; examine; reproach,6,0
1590,涉,shè,"ford stream, wade across",6,0
1591,刊,kān,"publication, periodical; publish",6,0
1592,爆,bào,"crackle, pop, burst, explode",6,0
1593,乌,wū,"crow, rook, raven; black, dark",6,0
1594,患,huàn,"suffer, worry about; suffering",6,0
1595,妙,miào,"mysterious, subtle; exquisite",6,0
1596,症,zhèng,"disease, illness, ailment",6,0
1597,倾,qīng,"upset, pour out, overflow",6,0
1598,陷,xiàn,"submerge, sink, plunge; trap",6,0
1599,撤,chè,omit; remove; withdraw,6,0
1600,疾,jí,"illness, disease, sickness; to hate",6,0
1601,缘,yuán,"hem, margin; reason, cause; fate",6,0
1602,仪,yí,"ceremony, rites gifts; admire",6,0
1603,奔,bēn,"run fast, flee; rush about; run",6,0
1604,驻,zhù,"to be stationed at, reside at; to stop",6,0
1605,叹,tàn,"sigh, admire",6,0
1606,罢,bà,"cease, finish, stop; give up",6,0
1607,径,jìng,narrow path; diameter; direct,6,0
1608,恰,qià,"just, exactly, precisely; proper",6,0
1609,捕,bǔ,"arrest, catch, seize",6,0
1610,裂,liè,"split, crack, break open; rend",6,0
1611,尖,jiān,"sharp, pointed, acute, keen",6,0
1612,忠,zhōng,"loyalty, devotion, fidelity",6,0
1613,炎,yán,"flame, blaze; hot",6,0
1614,横,héng,across,6,0
1615,孤,gū,"orphan, fatherless; solitary",6,0
1616,衡,héng,"measure, weigh, judge, consider",6,0
1617,胞,bāo,"womb, placenta, fetal membrane",6,0
1618,洪,hóng,"vast, immense; flood, deluge",6,0
1619,晓,xiǎo,"dawn, daybreak; clear, explicit",6,0
1620,贫,pín,"poor, impoverished, needy",6,0
1621,赖,lài,"rely, depend on; accuse falsely",6,0
1622,仰,yǎng,"raise the head to look; look up to, rely on, admire",6,0
1623,废,fèi,"abrogate, terminate, discard",6,0
1624,凶,xiōng,"culprit; murder; bad, sad",6,0
1625,奉,fèng,offer; receive; serve; respect,6,0
1626,旋,xuán,"revolve, move in orbit; return",6,0
1627,丧,sàng,mourning; mourn; funeral,6,0
1628,渡,dù,"cross, ferry over; ferry",6,0
1629,旗,qí,"banner, flag, streamer",6,0
1630,扎,zhā,pull up; pierce; struggle free,6,0
1631,绪,xù,"end of thread; thread, clue",6,0
1632,梁,liáng,bridge; beam; rafters; surname,6,0
1633,幻,huàn,"illusion, fantasy, mirage",6,0
1634,井,jǐng,"well, mine shaft, pit",6,0
1635,壮,zhuàng,"big, large; robust; name of tribe",6,0
1636,殖,zhí,"breed, spawn; increase; prosper",6,0
1637,允,yǔn,"to grant, to allow, to consent",6,0
1638,液,yè,"sap, juice, liquid, fluid",6,0
1639,番,fān,"to take turns; a turn, a time; to repeat",6,0
1640,忧,yōu,"sad, grieved; grief, melancholy",6,0
1641,浮,fú,"to float, drift, waft; to exceed; superfluous",6,0
1642,伍,wǔ,"five, company of five; troops",6,0
1643,峰,fēng,"peak, summit; hump of camel",6,0
1644,贯,guàn,a string of 1000 coins; to go through,6,0
1645,券,quàn,"certificate, ticket; title deeds",6,0
1646,崇,chóng,"esteem, honor, revere, venerate",6,0
1647,枝,zhī,"branches, limbs; branch off",6,0
1648,拖,tuō,"drag, tow, haul; delay, prolong",6,0
1649,墨,mò,ink; writing,6,0
1650,胁,xié,"ribs, armpits; flank; threaten",6,0
1651,箭,jiàn,arrow; type of bamboo,6,0
1652,粉,fěn,"powder, face powder; plaster",6,0
1653,泥,ní,"mud, mire; earth, clay; plaster",6,0
1654,慧,huì,"bright, intelligent; intelligence",6,0
1655,愤,fèn,"resent, hate; indignant",6,0
1656,扑,pū,"pound, beat, strike; attack",6,0
1657,跃,yuè,"skip, jump, frolic",6,0
1658,储,chǔ,"save money, store, reserve; heir",6,0
1659,惨,cǎn,"sad, pitiful, wretched; cruel",6,0
1660,洁,jié,"clean, purify, pure",6,0
1661,磨,mó,grind; polish; rub; wear out; a millstone,6,0
1662,奏,zòu,memorialize emperor; report,6,0
1663,贡,gòng,"offer tribute; tribute, gifts",6,0
1664,坡,pō,"slope, bank, hillside",6,0
1665,截,jié,"cut off, stop, obstruct, intersect",6,0
1666,焦,jiāo,"burned, scorched; anxious, vexed",6,0
1667,逼,bī,"compel, pressure, force; bother",6,0
1668,昏,hūn,"dusk, nightfall, twilight, dark",6,0
1669,践,jiàn,"trample, tread upon, walk on",6,0
1670,牲,shēng,sacrificial animal; animal,6,0
1671,佳,jiā,"good, auspicious; beautiful; delightful",6,0
1672,稿,gǎo,"draft, manuscript, rough copy",6,0
1673,跌,diē,"stumble, slip, fall down; stamp",6,0
1674,昌,chāng,"light of sun; good, proper",6,0
1675,铺,pù,"shop, store; place sleep, bed",6,0
1676,盗,dào,"rob, steal; thief, bandit",6,0
1677,辉,huī,"brightness, luster, brilliance",6,0
1678,扣,kòu,"knock, strike, rap, tap; button",6,0
1679,嘛,ma,final exclamatory particle,6,0
1680,迁,qiān,"move, shift, change; transfer; relocate a capital city",6,0
1681,埋,mái,"bury, secrete, conceal",6,0
1682,狠,hěn,"vicious, cruel; severely, extreme",6,0
1683,鉴,jiàn,"mirror, looking glass; reflect",6,0
1684,械,xiè,"weapons; implements, instruments",6,0
1685,揭,jiē,"raise, lift up; surname",6,0
1686,悟,wù,"to apprehend, realize, become aware",6,0
1687,锋,fēng,"point of spear, sharp point",6,0
1688,祥,xiáng,"good luck, good omen; happiness",6,0
1689,阔,kuò,"broad, ample, wide; be apart",6,0
1690,誉,yù,"fame, reputation; praise",6,0
1691,牵,qiān,"drag, pull, lead by hand",6,0
1692,袖,xiù,sleeve; put something in sleeve,6,0
1693,柱,zhù,"pillar, post; support; lean on",6,0
1694,牢,láo,"prison; stable, pen; secure",6,0
1695,欺,qī,"cheat, double-cross, deceive",6,0
1696,纠,jiū,"investigate, inspect",6,0
1697,钻,zuān,"drill, bore; pierce; diamond",6,0
1698,耗,hào,"consume, use up; waste, squander",6,0
1699,菌,jūn,"mushroom; germ, microbe",6,0
1700,扁,biǎn,"flat; tablet, signboard",6,0
1701,循,xún,"obey, comply with, follow",6,0
1702,踏,tà,"step on, trample, tread on, walk",6,0
1703,肝,gān,liver,6,0
1704,铜,tóng,"copper, brass, bronze",6,0
1705,跨,kuà,"straddle, bestride, ride; carry",6,0
1706,档,dàng,"shelf; frame, crosspiece",6,0
1707,肿,zhǒng,swell; swollen; swelling,6,0
1708,岗,gǎng,post; position,6,0
1709,吞,tūn,"swallow; absorb, annex, engulf",6,0
1710,宏,hóng,"wide, spacious, great, vast",6,0
1711,耀,yào,"shine, sparkle, dazzle; glory",6,0
1712,扭,niǔ,"turn, twist, wrench; seize, grasp",6,0
1713,拨,bō,move; dispel; distribute,6,0
1714,绘,huì,"draw, sketch, paint",6,0
1715,牺,xī,"sacrifice, give up; sacrificial",6,0
1716,墓,mù,"grave, tomb",6,0
1717,捉,zhuō,"grasp, clutch; catch, seize",6,0
1718,嫌,xián,"hate, detest; suspect; criticize",6,0
1719,乳,rǔ,"breast, nipples; milk, suckle",6,0
1720,串,chuàn,string; relatives; conspire,6,0
1721,娃,wá,baby; doll; pretty girl,6,0
1722,搭,dā,"join together, attach to; add to",6,0
1723,嘉,jiā,excellent; joyful; auspicious,6,0
1724,宅,zhái,"residence, dwelling, home; grave",6,0
1725,添,tiān,"append, add to; increase",6,0
1726,挖,wā,"dig, dig out, gouge out, scoop",6,0
1727,氧,yǎng,oxygen,6,0
1728,酷,kù,"strong, stimulating; very",6,0
1729,悬,xuán,"hang, suspend, hoist; be hung",6,0
1730,仓,cāng,granary; berth; sea,6,0
1731,轨,guǐ,"track, rut, path",6,0
1732,屏,píng,"folding screen, shield",6,0
1733,寺,sì,"court, office; temple, monastery",6,0
1734,滴,dī,drip; drop of water,6,0
1735,膜,mó,membrane; to kneel and worship,6,0
1736,舌,shé,tongue; clapper of bell; KangXi radical 135,6,0
1737,傲,ào,"proud, haughty, overbearing",6,0
1738,棉,mián,cotton; cotton padded,6,0
1739,炉,lú,"fireplace, stove, oven, furnace",6,0
1740,愉,yú,"pleasant, delightful; please",6,0
1741,诞,dàn,"bear children, give birth; birth",6,0
1742,泡,pào,"bubbles, suds; blister; soak",6,0
1743,氛,fēn,"gas, vapor, air",6,0
1744,杆,gān,pole; shaft of spear,6,0
1745,挨,āi,"near, close by, next to, towards, against; to wait; to lean on",6,0
1746,顽,wán,"obstinate, stubborn; recalcitrant",6,0
1747,赌,dǔ,"bet, gamble, wager; compete",6,0
1748,肺,fèi,lungs,6,0
1749,吊,diào,"condole, mourn, pity; hang",6,0
1750,盲,máng,"blind; unperceptive, shortsighted",6,0
1751,栏,lán,"railing, balustrade; animal pan",6,0
1752,谅,liàng,"excuse, forgive; guess, presume",6,0
1753,畅,chàng,"smoothly, freely, unrestrained",6,0
1754,跪,guì,kneel,6,0
1755,歉,qiàn,"deficient, lacking, insufficient",6,0
1756,宴,yàn,"to entertain, feast; a feast, banquet",6,0
1757,薪,xīn,"fuel, firewood; salary",6,0
1758,盼,pàn,"look, gaze; expect, hope for",6,0
1759,账,zhàng,"accounts; bill, debt; credit",6,0
1760,赚,zhuàn,"make money, earn; gain, profit",6,0
1761,撑,chēng,"prop up, support; brace",6,0
1762,旺,wàng,prosper; prosperous; increase,6,0
1763,晕,yūn,"halo in sky; fog; dizzy, faint",6,0
1764,掏,tāo,take out; pull out; clean out,6,0
1765,懒,lǎn,"lazy, languid, listless",6,0
1766,拐,guǎi,"kidnap, abduct; turn",6,0
1767,捐,juān,"contribute; give up, renounce",6,0
1768,骄,jiāo,spirited horse; haughty,6,0
1769,聘,pìn,"engage, employ; betroth",6,0
1770,憾,hàn,"to regret, remorse; dissatisfied",6,0
1771,渠,qú,"ditch, canal, channel, gutter",6,0
1772,谦,qiān,"humble, modest",6,0
1773,刮,guā,"shave, pare off, scrape",6,0
1774,爽,shuǎng,"happy, cheerful; refreshing",6,0
1775,巩,gǒng,"bind; firm, secure, strong",6,0
1776,咨,zī,"inquire, consult, discuss; plan",6,0
1777,谐,xié,"harmonize, agree; joke, jest",6,0
1778,宠,chǒng,"favorite, concubine; favor",6,0
1779,哇,wa,vomit; cry of an infant,6,0
1780,踢,tī,kick,6,0
1781,趟,tàng,"time, occasion; take journey",6,0
1782,娱,yú,"pleasure, enjoyment, amusement",6,0
1783,蹲,dūn,"squat, crouch; idle about",6,0
1784,壶,hú,"jar, pot, jug, vase; surname",6,0
1785,榜,bǎng,placard; list of successful exam candidates,6,0
1786,傍,bàng,"by side of, beside, near, close",6,0
1787,踩,cǎi,step on,6,0
1788,煮,zhǔ,cook,6,0
1789,炒,chǎo,"fry, saute, roast, boil, cook",6,0
1790,铅,qiān,lead,6,0
1791,蹈,dǎo,stamp feet; dance,6,0
1792,捡,jiǎn,to pick up,6,0
1793,厕,cè,"mingle with; toilet, lavatory",6,0
1794,粥,zhōu,"rice gruel, congee",6,0
1795,醋,cù,"vinegar; jealousy, envy",6,0
1796,酱,jiàng,any jam-like or paste-like food,6,0
1797,茄,jiā,eggplant,6,0
1798,勺,sháo,"spoon, ladle; unit of volume",6,0
1799,薯,shǔ,"yam, tuber, potato",6,0
1800,馒,mán,steamed bread; steamed dumplings,6,0
1801,爱好,ài hào,hobby,1,1
1802,爸爸,bàba,dad,1,1
1803,白天,bái tiān,day,1,1
1804,半年,bàn nián,half a year,1,1
1805,半天,bàn tiān,half day,1,1
1806,帮忙,bāng máng,help,1,1
1807,包子,bāo zi,bun,1,1
1808,杯子,bēi zi,cup,1,1
1809,北边,běi biān,North side,1,1
1810,北京,běi jīng,Beijing,1,1
1811,本子,běn zi,book,1,1
1812,别的,bié de,other,1,1
1813,别人,bié·rén,other people,1,1
1814,病人,bìng rén,patient,1,1
1815,不大,bú dà,not big,1,1
1816,不对,bú duì,wrong,1,1
1817,不客气,bú kè qì,You’re welcome,1,1
1818,不用,bú yòng,No need to,1,1
1819,常常,cháng cháng,often,1,1
1820,唱歌,chàng gē,sing,1,1
1821,车票,chē piào,ticket,1,1
1822,车上,chē shàng,in the car,1,1
1823,车站,chē zhàn,station,1,1
1824,吃饭,chī fàn,have meal,1,1
1825,出来,chū lái,come,1,1
1826,出去,chū qù,go out,1,1
1827,打车,dǎ chē,take a taxi,1,1
1828,打电话,dǎ diàn huà,make a phonecall,1,1
1829,打开,dǎ kāi,turn on,1,1
1830,打球,dǎ qiú,play ball,1,1
1831,大学,dà xué,university,1,1
1832,大学生,dà xué shēng,university student,1,1
1833,得到,dé dào,get,1,1
1834,地点,dìdiǎn,location,1,1
1835,地方,dìfang,local,1,1
1836,地上,dì shàng,on the ground,1,1
1837,地图,dìtú,Map,1,1
1838,弟弟,dì di,younger brother,1,1
1839,电话,diàn huà,phone,1,1
1840,电脑,diànnǎo,Computer,1,1
1841,电视,diànshì,television,1,1
1842,电视机,diàn shì jī,television,1,1
1843,电影,diànyǐng,Film,1,1
1844,电影院,diàn yǐng yuàn,cinema; movie theater,1,1
1845,东边,dōng biān,east side,1,1
1846,东西,dōngxi,thing,1,1
1847,动作,dòngzuò,action,1,1
1848,读书,dú shū,reading; study,1,1
1849,对不起,duìbuqǐ,I’m sorry.,1,1
1850,多少,duōshao,how much,1,1
1851,儿子,érzi,Son,1,1
1852,饭店,fàndiàn,restaurant,1,1
1853,房间,fángjiān,Room,1,1
1854,房子,fáng zi,house; building,1,1
1855,放假,fàng jià,holiday; have a holiday,1,1
1856,放学,fàng xué,off school,1,1
1857,飞机,fēijī,aircraft,1,1
1858,非常,fēicháng,very,1,1
1859,干净,gānjìng,clean,1,1
1860,干什么,gàn shén me,What to do,1,1
1861,高兴,gāoxìng,happy,1,1
1862,告诉,gàosu,tell,1,1
1863,哥哥,gē ge,elder brother,1,1
1864,工人,gōngrén,Worker,1,1
1865,工作,gōngzuò,work,1,1
1866,关上,guān shàng,close;shut to; turn off,1,1
1867,国家,guójiā,Country,1,1
1868,国外,guó wài,foreign; oversea; abroad,1,1
1869,还是,háishi,still,1,1
1870,还有,hái yǒu,also; in addition; besides,1,1
1871,孩子,háizi,Children,1,1
1872,汉语,hànyǔ,Chinese,1,1
1873,汉字,hàn zì,Chinese character,1,1
1874,好吃,hǎochī,Yummy,1,1
1875,好看,hǎo kàn,good looking,1,1
1876,好听,hǎo tīng,pleasant to hear,1,1
1877,好玩儿,hǎo wánr,fun; interesting,1,1
1878,后边,hòu biān,behind; back,1,1
1879,后天,hòu tiān,day after tomorrow,1,1
1880,回答,huídá,Answer,1,1
1881,回到,huí dào,back to,1,1
1882,回家,huí jiā,go home; return home,1,1
1883,回来,huí lái,come back; return,1,1
1884,回去,huí qù,go back,1,1
1885,火车,huǒ chē,train,1,1
1886,机场,jīchǎng,Airport,1,1
1887,机票,jī piào,air ticket,1,1
1888,鸡蛋,jīdàn,Egg,1,1
1889,记得,jìdé,remember,1,1
1890,记住,jì zhù,remember; keep in mind,1,1
1891,家里,jiā lǐ,In the home,1,1
1892,家人,jiā rén,family,1,1
1893,见面,jiànmiàn,meet,1,1
1894,教学楼,jiào xué lóu,teaching building,1,1
1895,姐姐,jiě jie,elder sister,1,1
1896,介绍,jièshào,introduce,1,1
1897,今年,jīn nián,this year,1,1
1898,今天,jīntiān,Today,1,1
1899,进来,jìn lái,come in,1,1
